startTime,BTC,SUSHI,BADGER,ALPHA,TOMO,ASD,BNB,1INCH,RSR,RAY,MATIC,PERP,CHZ,YFI,SXP,CEL,AAVE,DOGE,XRP,UNI,LINK,LTC,BCH,SRM,TRX,SOL,FTT,BAND,MKR,SNX,LINA,BNT,GRT,FTM
2021-03-08 06:00:00+00:00,0.0066785572730876375,0.007051724137931092,0.016664973071842226,0.015296601095236673,0.006446658448356013,-0.0017557602441856668,0.011950107352711736,0.03047415547415544,-0.01876712328767116,0.03134466111321488,0.022287339645693294,0.006306807642366907,0.005051073528997918,0.01043328832699153,0.007427156732050966,0.0014876524843796535,0.018382532922112782,0.02706373606203827,0.006611481401848973,0.006804887936526338,0.005897422671549579,0.01447815019092058,0.011180484971685667,0.017520215633423097,0.008068459657701865,0.003523085481179189,0.018714561961259868,0.02430033102618112,0.011340440009072417,0.010637803688391179,0.004166106706087858,0.01728453927762552,0.012726634061984932,0.019300635785649334
2021-03-08 07:00:00+00:00,-0.009665925153060195,-0.017839716482048962,-0.00139930034982505,-0.024286618254135695,-0.0007027830207622099,0.00020294404156295798,-0.015293744945852783,-0.02433966921747721,-0.03210945134720089,-0.054932825460928814,-0.01911244316218974,-0.012165898617511495,-0.0410594543138324,-0.02866861030126333,-0.02570888468809074,0.012774806892453805,-0.025766133878139752,0.017540254123702193,-0.006354461472739881,-0.03523253472921284,-0.005948311226582792,-0.021355010716712752,-0.013162933180164704,-0.015231788079470121,-0.006888188212466728,-0.0077605321507759895,-0.012257898462132433,-0.006977598237238425,-0.0170441803094864,-0.01636330207758785,-0.01572537473233404,-0.01757675181626439,-0.017209178228388522,-0.018266874582312354
2021-03-08 08:00:00+00:00,-0.01051564425714624,-0.012207947658642304,-0.034831348213391955,-0.02637349062721983,-0.04356300359676091,0.001082148606057265,-0.015793729072568152,-0.0052626252403602525,-0.007284004038655811,-0.003326332657545561,-0.013054942126104141,-0.020339615599925365,-0.012160583941605796,-0.014632316158079028,-0.001358168412883165,0.014960398943971942,-0.014408013223792926,-0.012188589442995501,-0.008598452278589908,-0.006469115191986563,-0.017177935208748885,-0.011057396971234867,-0.015278653538342013,-0.02420981842636183,-0.00913398134127863,-0.007821229050279377,-0.011497996807921629,-0.013979289940828421,-0.01642710472279263,-0.011518691588784935,-0.0029233802433883405,-0.017294847328244267,-0.0014931451065562928,-0.021443158611300084
2021-03-08 09:00:00+00:00,0.002330393555256549,-0.0003588235294117448,-0.004459193197137945,0.0023154756240684193,0.01997941133217096,-0.006431824016647103,-0.003045135095612106,-0.0004069589988807687,0.019324373410824602,-0.009975760971509873,-0.00043400894058420736,0.0017142857142857792,0.04789631578169562,-0.0019037948978296582,0.002914319020788758,0.001348747591522148,-0.0015269468572429723,-0.007316270924268231,-0.0002710320901994079,0.0,0.005038752908655075,-0.014908040078861373,-0.002758348931139909,-0.008442453480358436,0.0016760327319331747,0.0,-0.0039211809674443154,0.024829345135398695,-0.01507770818835541,-0.011038362445930927,-0.0018409927723989084,-0.005704575798033851,-0.009026644915715032,0.0035942028985507246
2021-03-08 10:00:00+00:00,0.000140300242519098,-0.006337568186231657,-0.014583333333333393,-0.01651898734177215,-0.007229660144181471,-0.010566971753410148,-0.0022606279713883737,-0.005216284987277442,-0.004846411517354321,-0.020177165354330673,0.0018959952527752844,0.0011409013120364797,-0.01125401929260439,-0.00012716174974569672,-0.008523827973653586,-0.007215701366172778,0.003208985158443811,-0.022871778338975135,0.03860543295559293,0.0005401026194977732,0.004351988858908529,-0.0002467443454420293,-0.000938456979156288,-0.0038227628149435366,-0.0010334645669290987,-0.0039414414414414845,0.016275761685798473,-0.01573708095447235,-0.015779557230334418,0.003226577437858369,-0.008402213265933378,-0.000793457031250111,-0.005377524143985957,-0.006816081330868751
2021-03-08 11:00:00+00:00,0.004048096192384776,0.02811763451812732,0.02209302325581408,0.016764270545080118,-0.005062345691819292,0.0012645352832834078,0.010494227526268052,0.007520143240823618,0.028861992408508286,0.0514691109994978,0.01958858199468394,0.0062678062678063196,0.036621024104977806,0.019966933740302784,0.015435717076983213,0.006202151371256681,0.005322870851659278,0.007790160568956761,-0.011276429130775312,-0.006657669815564593,0.014767310858826432,0.005731366204135391,0.004152864982449156,0.012558869701726927,0.009064485935267763,0.005652911249293346,0.0014973470915660148,0.012567859002007964,0.004067958841828201,0.006098868374032174,0.012537889225681997,0.010811801356056527,0.01064768840339858,0.004769105501919224
2021-03-08 12:00:00+00:00,0.008422817452397036,-0.005074592477391948,0.006308822008480597,0.00417734738441089,0.024543843186320524,-0.006136232600279956,0.0038511405794683373,0.014217167229429561,0.007100097452317877,0.01392421691207213,0.006470199301029433,-0.0011325028312570984,0.09855870111107268,-0.0017456359102244745,0.024629593996536414,0.003852451122026368,0.003032638146610589,0.016132845892217196,-0.0015840329478852277,0.003260574223349355,0.0012127009069637928,0.005180640763462696,0.0043326276401951525,0.011541774332471944,0.005419128057413403,-0.0031853100993066708,0.0010725777618878496,0.05633078730904817,-0.0011916110581505768,-0.0012313229618052812,0.0021771669614911726,0.0029610829103217107,0.007696926688137928,0.0011576753878212998
2021-03-08 13:00:00+00:00,-0.004453329110917559,-0.012788819480226254,-0.0031860226104830636,0.0028993728530459784,-0.01715786045754286,-0.004005580187571689,-0.009399097175155746,0.0002002553255400219,0.007050041470832102,-0.007325834756492622,-0.014269626014734138,-0.010204081632652962,-0.011616911216738357,-0.019235573320010024,0.05446009389671369,-0.007675333397294426,-0.012366484102004915,-0.018167824156941403,-0.005923105399545214,-0.02690259095422942,-0.007983895731686563,-0.013020480130204626,-0.007892543752144765,-0.01805177111716616,-0.005729824220646829,-0.013721804511278246,-0.006590909090909092,-0.0027810609747618287,0.0014316392269149159,-0.009127765001541222,-0.0023082145281736466,-0.003554859311923897,-0.009886240520043388,-0.0015032377428306765
2021-03-08 14:00:00+00:00,0.01413546989005754,0.021258503401360596,0.0062893081761006275,0.007855953241366231,0.0016981093002548242,0.005491686197284684,0.008261902303005275,0.0341617238531422,-0.019972546328071328,0.07400068815775418,0.007883124116361717,0.019282168766704855,0.0488766109513008,0.007514009169638403,0.01674087266251112,0.01411582712945969,0.014102178058817527,0.03384500391956702,0.009682396127041581,0.02718248446052507,0.027876182287188245,0.01860656864092336,0.01032710742168197,0.019077349982657088,0.034918929478413796,0.011816275967219347,0.012092688825701803,0.009551697692254058,0.005480104836788291,0.009522898023639925,0.03143712574850288,0.017233039061555155,0.0238544658733415,0.013202084539664094
2021-03-08 15:00:00+00:00,-0.004489315820427331,-0.008682419822561571,-0.010450819672131129,-0.009665450690612087,0.0004548179694443544,0.00245500310323421,0.0012888797842192101,0.03080683413193941,-0.011905595629946086,0.013256738842244875,-0.0027063407722280886,0.000561902978085671,0.05077926785067044,-0.021615472127417545,-0.009283587318269393,-0.00028601391934413023,0.0024991339634778953,-0.013957097135400609,-0.0032667685336423835,-0.0047868497109826436,0.006056448779508505,-0.002239490583346826,0.003081136597055778,-0.008849557522124019,-0.014298522957859383,0.014880391787530645,-0.0008718958891722473,-0.004903314917127033,0.0021327014218008866,-0.009290860826697056,-0.0031666446760785227,-0.0011294061701243585,-0.013546370267453978,-0.009829694822265478
