startTime,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
2021-02-19T05:00:00+00:00,1613710800000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T06:00:00+00:00,1613714400000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T07:00:00+00:00,1613718000000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T08:00:00+00:00,1613721600000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T09:00:00+00:00,1613725200000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T10:00:00+00:00,1613728800000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T11:00:00+00:00,1613732400000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T12:00:00+00:00,1613736000000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T13:00:00+00:00,1613739600000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T14:00:00+00:00,1613743200000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T15:00:00+00:00,1613746800000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T16:00:00+00:00,1613750400000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T17:00:00+00:00,1613754000000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T18:00:00+00:00,1613757600000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T19:00:00+00:00,1613761200000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T20:00:00+00:00,1613764800000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T21:00:00+00:00,1613768400000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T22:00:00+00:00,1613772000000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-19T23:00:00+00:00,1613775600000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-20T00:00:00+00:00,1613779200000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-20T01:00:00+00:00,1613782800000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-20T02:00:00+00:00,1613786400000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-20T03:00:00+00:00,1613790000000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-20T04:00:00+00:00,1613793600000.0,BTC,BNB,XRP,LTC,LINK,BCH,DOGE,UNI,AAVE,HT,OKB,TRX,SNX,FTT,SOL,GRT,MKR,CEL,COMP,SUSHI,LEO,YFI,REN,MATIC,CRV,RSR,BAL,1INCH,BAND,ALPHA,ASD,SXP,SRM,TOMO,PERP,BADGER,TRU,LINA,MAPS,FIDA
2021-02-20T05:00:00+00:00,1613797200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T06:00:00+00:00,1613800800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T07:00:00+00:00,1613804400000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T08:00:00+00:00,1613808000000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T09:00:00+00:00,1613811600000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T10:00:00+00:00,1613815200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T11:00:00+00:00,1613818800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T12:00:00+00:00,1613822400000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T13:00:00+00:00,1613826000000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T14:00:00+00:00,1613829600000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T15:00:00+00:00,1613833200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T16:00:00+00:00,1613836800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T17:00:00+00:00,1613840400000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T18:00:00+00:00,1613844000000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T19:00:00+00:00,1613847600000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T20:00:00+00:00,1613851200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T21:00:00+00:00,1613854800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T22:00:00+00:00,1613858400000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-20T23:00:00+00:00,1613862000000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-21T00:00:00+00:00,1613865600000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-21T01:00:00+00:00,1613869200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-21T02:00:00+00:00,1613872800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-21T03:00:00+00:00,1613876400000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-21T04:00:00+00:00,1613880000000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,AAVE,TRX,HT,OKB,SNX,FTT,GRT,SOL,MKR,SUSHI,CEL,COMP,LEO,YFI,REN,OMG,MATIC,CRV,RSR,1INCH,ASD,BAND,ALPHA,SXP,SRM,PERP,BADGER,TOMO,CREAM,TRU,LINA,MAPS
2021-02-21T05:00:00+00:00,1613883600000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T06:00:00+00:00,1613887200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T07:00:00+00:00,1613890800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T08:00:00+00:00,1613894400000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T09:00:00+00:00,1613898000000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T10:00:00+00:00,1613901600000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T11:00:00+00:00,1613905200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T12:00:00+00:00,1613908800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T13:00:00+00:00,1613912400000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T14:00:00+00:00,1613916000000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T15:00:00+00:00,1613919600000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T16:00:00+00:00,1613923200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T17:00:00+00:00,1613926800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T18:00:00+00:00,1613930400000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T19:00:00+00:00,1613934000000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T20:00:00+00:00,1613937600000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T21:00:00+00:00,1613941200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T22:00:00+00:00,1613944800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-21T23:00:00+00:00,1613948400000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-22T00:00:00+00:00,1613952000000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-22T01:00:00+00:00,1613955600000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-22T02:00:00+00:00,1613959200000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
2021-02-22T03:00:00+00:00,1613962800000.0,BTC,BNB,XRP,LTC,LINK,BCH,UNI,DOGE,OKB,AAVE,HT,TRX,SNX,FTT,SOL,GRT,MKR,SUSHI,CEL,COMP,YFI,REN,MATIC,CRV,RSR,1INCH,ASD,ALPHA,BAND,SXP,SRM,TOMO,PERP,BADGER,YFII,LINA,MAPS,FIDA,TRYB,KNC
